"","pcMean","pcSD","pcMax","pcMin"
"blue water speedwell ",0.0555555555555556,0.235702260395516,1,0
"clustered dock",0.0833333333333333,0.257247877713763,1,0
"colonial bentgrass",0.527777777777778,0.775966612043673,2,0
"common cattail",10.2777777777778,16.2183830178109,57,0
"common dandelion",0.0277777777777778,0.117851130197758,0.5,0
"common mugwort",0.0555555555555556,0.235702260395516,1,0
"common rush",3.55555555555556,5.33823304344647,16,0
"creeping buttercup",0.277777777777778,1.17851130197758,5,0
"European forget-me-not ",0.361111111111111,1.18576800076321,5,0
"giant mannagrass",1.97222222222222,5.79673392377178,24,0
"ground",32.7222222222222,27.0099231341449,96,0
"horehound",1.36111111111111,2.83779924856629,10,0
"jointed rush",26.8055555555556,31.5413542217799,85,0
"little western bitter-cress ",0.0555555555555556,0.235702260395516,1,0
"moss",4.58333333333333,14.2067196197061,55.5,0
"nodding beggarticks",0.666666666666667,2.37635410314402,10,0
"ornamental fescue",0.0555555555555556,0.235702260395516,1,0
"persicaria",0.0555555555555556,0.235702260395516,1,0
"pigmyweed",0.0555555555555556,0.161690416690889,0.5,0
"pond water-starwort",0.111111111111111,0.213896315973249,0.5,0
"purple-leaved willowherb",0.222222222222222,0.73208449814096,3,0
"purple loosestrife",2.63888888888889,3.08127912493361,12,0
"red alder",0.0277777777777778,0.117851130197758,0.5,0
"red clover",0.333333333333333,1.4142135623731,6,0
"reed canarygrass",0.222222222222222,0.73208449814096,3,0
"rice cutgrass",0.444444444444444,1.65288418946726,7,0
"rock",0.555555555555556,2.35702260395516,10,0
"Sitka sedge",5.55555555555556,15.1122164147858,53,0
"small-flowered bulrush",2.83333333333333,7.39037529891571,28,0
"small bedstraw",0.305555555555556,0.957000351725439,4,0
"small spike-rush",0.0277777777777778,0.117851130197758,0.5,0
"spotted touch-me-not",0.111111111111111,0.471404520791032,2,0
"springbank clover",0.0277777777777778,0.117851130197758,0.5,0
"water-plantain",0.0555555555555556,0.235702260395516,1,0
"wool-grass",3.27777777777778,7.37886931841869,30,0
